user_id,company_id,company_state,role,join_date,last_active_date,is_active
160,12,NE,Viewer,2024-12-23,2025-10-25 17:48:01.238085,False
161,12,NE,Developer,2025-10-29,2025-10-07 17:48:01.238085,False
162,12,NE,Developer,2024-04-16,2024-05-10,True
163,12,NE,Viewer,2021-11-16,2023-03-17,True
164,12,NE,Viewer,2024-09-21,2025-09-24 17:48:01.238085,False
165,12,NE,Viewer,2022-09-01,2025-10-02 17:48:01.238085,False
166,12,NE,Admin,2023-10-19,2025-09-22 17:48:01.238085,False
167,12,NE,Viewer,2025-01-13,2026-01-15,True
168,12,NE,Admin,2022-08-29,2025-10-14 17:48:01.238085,False
169,12,NE,Viewer,2024-09-07,2025-10-14 17:48:01.238085,False
170,12,NE,Developer,2025-11-10,2025-12-10,True
171,12,NE,Admin,2024-12-26,2025-09-16 17:48:01.238085,False
172,12,NE,Viewer,2023-12-21,2024-04-18,True
173,12,NE,Viewer,2022-03-28,2025-10-09 17:48:01.238085,False
174,12,NE,Viewer,2022-11-19,2024-07-15,True
175,12,NE,Viewer,2022-10-20,2025-10-17 17:48:01.238085,False
176,12,NE,Developer,2022-02-09,2025-10-18 17:48:01.238085,False
177,12,NE,Admin,2023-01-15,2025-10-05 17:48:01.238085,False
178,12,NE,Viewer,2022-09-06,2025-10-26 17:48:01.238085,False
179,12,NE,Admin,2025-11-18,2025-10-28 17:48:01.238085,False
180,12,NE,Admin,2023-10-01,2025-11-29,True
181,12,NE,Viewer,2022-06-21,2023-01-15,True
182,12,NE,Viewer,2022-01-25,2022-12-31,True
183,12,NE,Admin,2026-01-14,2025-09-15 17:48:01.238085,False
184,12,NE,Admin,2022-07-19,2025-09-18 17:48:01.238085,False
185,12,NE,Admin,2023-06-05,2025-04-24,True
186,12,NE,Developer,2023-04-24,2025-09-26 17:48:01.238085,False
187,12,NE,Developer,2023-09-02,2025-12-27,True
188,12,NE,Developer,2024-01-20,2024-10-14,True
189,12,NE,Admin,2025-11-01,2026-02-21,True
190,12,NE,Developer,2022-01-22,2025-10-19,True
191,12,NE,Viewer,2025-10-03,2025-09-21 17:48:01.238085,False
192,12,NE,Admin,2023-06-18,2023-09-26,True
193,12,NE,Developer,2025-02-16,2025-02-27,True
194,12,NE,Viewer,2022-03-02,2022-03-31,True
195,12,NE,Viewer,2025-12-18,2025-10-23 17:48:01.238085,False
196,12,NE,Developer,2022-07-06,2025-09-20 17:48:01.238085,False
197,12,NE,Viewer,2023-10-31,2025-10-10 17:48:01.238085,False
198,12,NE,Viewer,2021-11-12,2025-09-24 17:48:01.238085,False
199,12,NE,Admin,2022-07-25,2024-10-28,True
200,12,NE,Viewer,2025-07-19,2025-10-08 17:48:01.238085,False
201,12,NE,Admin,2024-06-20,2025-01-30,True
202,12,NE,Viewer,2024-03-24,2025-09-13 17:48:01.238085,False
203,12,NE,Admin,2024-04-07,2025-10-19 17:48:01.238085,False
204,12,NE,Viewer,2022-06-03,2025-09-30 17:48:01.238085,False
205,12,NE,Developer,2024-03-18,2025-10-24 17:48:01.238085,False
206,12,NE,Viewer,2023-04-14,2024-04-29,True
207,12,NE,Developer,2022-12-10,2025-10-19 17:48:01.238085,False
208,12,NE,Viewer,2025-11-13,2025-10-11 17:48:01.238085,False
209,12,NE,Developer,2023-01-12,2025-09-13 17:48:01.238085,False
210,12,NE,Developer,2026-02-14,2026-03-03,True
211,12,NE,Admin,2025-05-17,2025-10-22 17:48:01.238085,False
212,12,NE,Developer,2021-11-08,2022-12-20,True
213,12,NE,Viewer,2023-10-23,2024-12-05,True
214,12,NE,Developer,2023-11-01,2025-09-14 17:48:01.238085,False
215,12,NE,Viewer,2025-03-30,2025-09-27,True
216,12,NE,Developer,2024-02-09,2025-09-21 17:48:01.238085,False
217,12,NE,Viewer,2023-06-19,2025-01-27,True
218,12,NE,Viewer,2023-01-29,2024-02-24,True
219,12,NE,Viewer,2025-03-26,2025-10-06 17:48:01.238085,False
220,12,NE,Viewer,2024-12-02,2025-09-14 17:48:01.238085,False
221,12,NE,Viewer,2025-09-16,2025-10-15 17:48:01.238085,False
222,12,NE,Developer,2023-09-21,2023-11-03,True
223,12,NE,Viewer,2021-12-08,2025-10-23 17:48:01.238085,False
224,12,NE,Developer,2025-12-12,2026-01-24,True
225,12,NE,Admin,2022-04-12,2024-04-14,True
226,12,NE,Admin,2023-05-20,2023-10-15,True
227,12,NE,Developer,2022-12-16,2024-09-18,True
228,12,NE,Viewer,2022-03-09,2025-09-28 17:48:01.238085,False
229,12,NE,Developer,2024-03-10,2025-09-19 17:48:01.238085,False
230,12,NE,Admin,2024-12-18,2026-01-18,True
231,12,NE,Developer,2024-07-02,2025-10-15 17:48:01.238085,False
232,12,NE,Developer,2025-11-03,2025-09-17 17:48:01.238085,False
233,12,NE,Viewer,2023-12-31,2025-10-12 17:48:01.238085,False
234,12,NE,Admin,2023-09-02,2025-09-18 17:48:01.238085,False
235,12,NE,Viewer,2024-11-21,2025-09-16 17:48:01.238085,False
236,12,NE,Viewer,2025-07-18,2025-09-26,True
237,12,NE,Developer,2022-02-07,2025-09-21 17:48:01.238085,False
238,12,NE,Developer,2025-09-22,2025-09-28 17:48:01.238085,False
239,12,NE,Developer,2024-11-09,2025-09-22 17:48:01.238085,False
240,12,NE,Developer,2025-07-21,2025-08-15,True
241,12,NE,Viewer,2024-05-16,2025-09-25 17:48:01.238085,False
242,12,NE,Viewer,2023-02-25,2025-10-28 17:48:01.238085,False
243,12,NE,Developer,2025-03-09,2025-10-01 17:48:01.238085,False
244,12,NE,Developer,2022-01-26,2025-10-18 17:48:01.238085,False
245,12,NE,Admin,2022-05-19,2025-09-13 17:48:01.238085,False
246,12,NE,Viewer,2022-07-02,2025-09-07,True
247,12,NE,Viewer,2023-04-22,2025-10-12 17:48:01.238085,False
248,12,NE,Viewer,2022-09-05,2025-10-21 17:48:01.238085,False
249,12,NE,Developer,2024-03-25,2025-10-18 17:48:01.238085,False
250,12,NE,Developer,2022-05-22,2023-04-02,True
251,12,NE,Developer,2024-05-28,2025-09-21 17:48:01.238085,False
252,12,NE,Admin,2025-03-07,2025-09-14 17:48:01.238085,False
253,12,NE,Developer,2022-01-06,2025-08-06,True
254,12,NE,Admin,2022-08-13,2022-08-23,True
255,12,NE,Developer,2024-06-12,2025-10-08 17:48:01.238085,False
256,12,NE,Viewer,2023-02-22,2025-10-09 17:48:01.238085,False
257,12,NE,Admin,2024-05-03,2024-12-20,True
258,12,NE,Developer,2024-04-20,2025-09-19 17:48:01.238085,False
259,13,MI,Developer,2026-02-16,2026-02-24,True
260,13,MI,Viewer,2025-04-09,2025-05-07,True
261,13,MI,Developer,2025-07-25,2025-12-22,True
262,13,MI,Viewer,2025-07-28,2026-02-09,True
263,13,MI,Developer,2025-03-30,2025-09-02,True
264,13,MI,Admin,2025-02-05,2025-06-22,True
265,13,MI,Admin,2025-02-26,2025-03-16,True
266,13,MI,Viewer,2025-02-22,2025-10-04,True
267,13,MI,Developer,2025-11-29,2026-01-16,True
268,13,MI,Viewer,2025-08-14,2025-12-25,True
269,13,MI,Viewer,2025-05-23,2025-10-19,True
270,13,MI,Developer,2025-12-25,2026-01-12,True
271,13,MI,Admin,2025-12-27,2026-01-10,True
272,13,MI,Admin,2026-01-03,2026-01-17,True
273,13,MI,Viewer,2025-01-14,2025-02-17,True
274,13,MI,Viewer,2025-11-26,2026-01-12,True
275,13,MI,Viewer,2025-01-22,2025-12-22,True
276,13,MI,Admin,2025-08-24,2025-09-05,True
277,13,MI,Admin,2025-10-10,2025-11-10,True
278,13,MI,Admin,2025-02-08,2025-03-09,True
279,13,MI,Viewer,2025-04-06,2025-05-22,True
280,13,MI,Viewer,2025-02-05,2025-09-16,True
281,13,MI,Admin,2025-05-09,2025-06-03,True
282,13,MI,Viewer,2025-03-16,2025-12-11,True
283,13,MI,Admin,2025-06-17,2025-10-07,True
284,13,MI,Admin,2025-12-15,2026-02-07,True
285,13,MI,Admin,2025-11-03,2025-12-17,True
286,13,MI,Developer,2025-08-08,2026-01-06,True
287,13,MI,Developer,2025-11-05,2025-11-29,True
288,13,MI,Viewer,2025-11-26,2025-12-27,True
289,13,MI,Developer,2025-10-31,2025-11-29,True
290,13,MI,Admin,2026-03-03,2026-03-04,True
291,13,MI,Viewer,2025-05-10,2025-12-09,True
292,13,MI,Admin,2026-01-20,2026-02-17,True
293,13,MI,Admin,2025-06-15,2025-07-01,True
294,13,MI,Viewer,2025-11-28,2025-12-08,True
295,13,MI,Admin,2025-04-30,2025-09-25,True
296,13,MI,Developer,2025-10-07,2025-11-01,True
297,13,MI,Viewer,2025-10-20,2025-10-29,True
298,13,MI,Developer,2025-11-18,2025-12-07,True
299,13,MI,Developer,2025-01-29,2025-12-10,True
300,13,MI,Viewer,2025-12-27,2026-01-05,True
301,13,MI,Admin,2025-07-16,2026-01-09,True
302,13,MI,Developer,2025-10-22,2026-02-25,True
303,13,MI,Developer,2025-08-04,2025-12-25,True
304,13,MI,Developer,2025-04-05,2025-12-01,True
305,13,MI,Viewer,2025-12-14,2026-02-02,True
306,13,MI,Admin,2025-12-18,2026-01-27,True
307,13,MI,Admin,2025-03-15,2025-09-06,True
308,13,MI,Viewer,2026-02-22,2026-02-25,True
309,13,MI,Viewer,2025-08-17,2025-12-09,True
310,13,MI,Admin,2026-01-29,2026-02-04,True
311,13,MI,Viewer,2025-04-17,2025-11-04,True
312,13,MI,Viewer,2025-03-11,2025-05-13,True
313,13,MI,Viewer,2025-02-18,2026-02-10,True
314,13,MI,Admin,2025-10-19,2026-02-09,True
315,13,MI,Admin,2025-04-29,2025-09-01,True
316,13,MI,Developer,2025-11-04,2026-01-28,True
317,13,MI,Admin,2025-09-06,2026-01-12,True
318,13,MI,Admin,2025-09-03,2026-01-29,True
319,13,MI,Developer,2025-06-09,2025-06-15,True
320,13,MI,Developer,2025-07-22,2026-01-17,True
321,13,MI,Admin,2025-03-27,2025-05-10,True
322,13,MI,Viewer,2026-01-26,2026-02-12,True
323,13,MI,Developer,2025-03-29,2025-09-29,True
324,13,MI,Admin,2025-05-01,2025-09-19,True
325,13,MI,Admin,2025-11-27,2026-02-18,True
326,13,MI,Developer,2025-03-16,2025-11-12,True
327,13,MI,Viewer,2026-01-13,2026-02-23,True
328,13,MI,Viewer,2025-05-05,2025-09-15,True
329,13,MI,Admin,2025-02-05,2025-10-30,True
330,13,MI,Developer,2025-12-19,2026-02-21,True
331,13,MI,Developer,2026-01-05,2026-01-22,True
332,13,MI,Developer,2025-05-09,2025-10-29,True
333,13,MI,Viewer,2025-03-22,2025-11-04,True
334,13,MI,Viewer,2026-01-10,2026-02-04,True
335,13,MI,Viewer,2025-08-16,2025-10-05,True
336,13,MI,Developer,2025-12-26,2026-01-12,True
337,13,MI,Admin,2025-04-24,2025-07-12,True
338,13,MI,Viewer,2025-10-26,2025-12-17,True
339,13,MI,Developer,2025-02-01,2025-10-20,True
340,13,MI,Developer,2025-05-26,2026-02-03,True
341,13,MI,Admin,2026-02-17,2026-02-23,True
342,13,MI,Admin,2025-10-21,2026-02-19,True
343,13,MI,Developer,2025-09-12,2026-02-13,True
344,13,MI,Admin,2025-07-20,2026-02-22,True
345,13,MI,Viewer,2025-08-03,2025-12-22,True
346,13,MI,Developer,2025-12-12,2026-02-04,True
347,13,MI,Viewer,2025-09-17,2025-11-11,True
348,13,MI,Developer,2025-10-15,2025-12-10,True
349,13,MI,Viewer,2025-01-20,2025-06-19,True
350,13,MI,Admin,2025-10-19,2026-03-01,True
351,13,MI,Admin,2026-02-18,2026-02-24,True
352,13,MI,Viewer,2025-04-01,2025-04-15,True
353,13,MI,Developer,2025-02-18,2025-12-07,True
354,13,MI,Developer,2025-05-13,2025-11-16,True
355,13,MI,Viewer,2026-03-04,2026-03-04,True
356,13,MI,Viewer,2025-04-22,2026-02-25,True
357,13,MI,Admin,2025-11-11,2026-02-08,True
358,13,MI,Admin,2026-02-08,2026-02-18,True
359,14,NC,Viewer,2024-10-28,2026-02-06,True
360,14,NC,Viewer,2025-09-26,2025-12-22,True
361,14,NC,Developer,2024-07-16,2025-01-29,True
362,14,NC,Developer,2023-11-23,2024-02-11,True
363,14,NC,Viewer,2025-08-19,2025-09-02,True
364,14,NC,Developer,2025-08-03,2025-08-20,True
365,14,NC,Admin,2024-11-14,2025-06-23,True
366,14,NC,Developer,2024-10-19,2026-02-19,True
367,14,NC,Viewer,2023-10-15,2025-09-21,True
368,14,NC,Admin,2024-12-16,2025-04-20,True
369,15,LA,Admin,2025-09-10,2026-02-11,True
370,15,LA,Admin,2025-11-25,2025-12-22,True
371,15,LA,Developer,2025-02-02,2025-02-02,True
372,15,LA,Developer,2025-12-18,2026-03-01,True
373,15,LA,Admin,2025-04-02,2025-07-21,True
374,16,AL,Admin,2025-10-25,2026-01-18,True
375,16,AL,Developer,2025-01-13,2025-03-11,True
376,16,AL,Developer,2024-08-25,2025-11-27 17:48:01.238085,False
377,16,AL,Admin,2025-12-22,2025-11-09 17:48:01.238085,False
378,16,AL,Developer,2024-11-12,2025-12-03 17:48:01.238085,False
379,16,AL,Developer,2024-10-18,2025-11-28 17:48:01.238085,False
380,16,AL,Developer,2025-06-10,2025-07-17,True
381,16,AL,Developer,2025-04-19,2025-11-28 17:48:01.238085,False
382,16,AL,Viewer,2025-06-30,2025-11-21 17:48:01.238085,False
383,16,AL,Viewer,2024-11-29,2025-11-12 17:48:01.238085,False
384,16,AL,Viewer,2026-03-03,2026-03-04,True
385,16,AL,Admin,2025-06-15,2025-06-27,True
386,16,AL,Developer,2026-01-12,2026-01-18,True
387,16,AL,Viewer,2025-03-13,2025-10-30 17:48:01.238085,False
388,16,AL,Developer,2025-02-24,2025-11-20 17:48:01.238085,False
389,16,AL,Viewer,2025-06-02,2025-10-20,True
390,16,AL,Admin,2024-12-02,2025-12-12 17:48:01.238085,False
391,16,AL,Admin,2025-01-15,2025-12-10 17:48:01.238085,False
392,16,AL,Viewer,2025-12-17,2025-12-01 17:48:01.238085,False
393,16,AL,Admin,2025-12-13,2025-12-07 17:48:01.238085,False
394,16,AL,Developer,2025-11-15,2026-02-12,True
395,16,AL,Developer,2025-02-20,2025-12-21,True
396,16,AL,Admin,2026-02-07,2025-11-23 17:48:01.238085,False
397,16,AL,Developer,2024-11-17,2026-01-04,True
398,16,AL,Viewer,2025-04-08,2025-07-20,True
399,16,AL,Viewer,2025-08-28,2026-01-19,True
400,16,AL,Viewer,2025-08-28,2025-10-19,True
401,16,AL,Developer,2025-02-21,2025-11-12 17:48:01.238085,False
402,16,AL,Viewer,2025-06-30,2026-02-26,True
403,16,AL,Admin,2025-08-21,2025-12-08 17:48:01.238085,False
404,16,AL,Viewer,2025-12-29,2026-02-09,True
405,16,AL,Developer,2024-11-06,2025-12-03 17:48:01.238085,False
406,16,AL,Developer,2024-11-26,2024-12-01,True
407,16,AL,Viewer,2025-04-04,2025-08-15,True
408,16,AL,Admin,2025-06-20,2025-12-01 17:48:01.238085,False
409,16,AL,Admin,2025-01-31,2026-02-23,True
410,16,AL,Admin,2024-10-02,2025-11-17 17:48:01.238085,False
411,16,AL,Developer,2025-08-04,2025-11-15 17:48:01.238085,False
412,16,AL,Admin,2025-12-13,2025-11-30 17:48:01.238085,False
413,16,AL,Developer,2025-09-14,2025-12-11,True
414,16,AL,Viewer,2024-09-05,2025-12-03 17:48:01.238085,False
415,16,AL,Viewer,2025-07-20,2025-11-26 17:48:01.238085,False
416,16,AL,Developer,2024-11-10,2025-11-25 17:48:01.238085,False
417,16,AL,Developer,2024-09-06,2025-07-16,True
418,16,AL,Viewer,2025-04-01,2025-11-25,True
419,16,AL,Viewer,2024-08-25,2025-11-29 17:48:01.238085,False
420,16,AL,Developer,2024-10-04,2025-12-01 17:48:01.238085,False
421,16,AL,Viewer,2025-08-03,2025-11-29 17:48:01.238085,False
422,16,AL,Viewer,2024-11-07,2025-07-05,True
423,16,AL,Admin,2025-12-09,2026-01-19,True
424,16,AL,Admin,2025-12-11,2026-01-19,True
425,16,AL,Viewer,2025-09-10,2025-11-25 17:48:01.238085,False
426,16,AL,Viewer,2026-01-03,2026-02-21,True
427,16,AL,Admin,2025-10-04,2025-11-11,True
428,16,AL,Viewer,2025-04-29,2025-11-20 17:48:01.238085,False
429,16,AL,Developer,2024-11-21,2026-01-23,True
430,16,AL,Viewer,2024-12-16,2025-11-28 17:48:01.238085,False
431,16,AL,Viewer,2024-11-08,2025-10-30 17:48:01.238085,False
432,16,AL,Developer,2025-06-15,2026-01-08,True
433,16,AL,Admin,2024-08-19,2025-11-30 17:48:01.238085,False
434,16,AL,Viewer,2024-11-07,2025-11-23 17:48:01.238085,False
435,16,AL,Admin,2026-02-28,2026-03-04,True
436,16,AL,Admin,2025-08-26,2025-12-03,True
437,16,AL,Viewer,2025-11-26,2026-01-31,True
438,16,AL,Viewer,2024-11-25,2025-11-24 17:48:01.238085,False
439,16,AL,Admin,2025-02-06,2025-12-12 17:48:01.238085,False
440,16,AL,Viewer,2025-06-28,2025-12-06 17:48:01.238085,False
441,16,AL,Viewer,2024-11-11,2025-12-12 17:48:01.238085,False
442,16,AL,Admin,2025-09-18,2025-12-12 17:48:01.238085,False
443,16,AL,Admin,2025-03-26,2025-11-11 17:48:01.238085,False
444,16,AL,Developer,2025-11-30,2026-01-22,True
445,16,AL,Viewer,2025-03-10,2025-10-31 17:48:01.238085,False
446,16,AL,Developer,2025-11-19,2025-11-21 17:48:01.238085,False
447,16,AL,Admin,2025-07-27,2025-11-01,True
448,16,AL,Viewer,2025-05-27,2025-11-02 17:48:01.238085,False
449,16,AL,Admin,2025-01-22,2025-11-18 17:48:01.238085,False
450,16,AL,Viewer,2025-10-31,2025-12-09 17:48:01.238085,False
451,16,AL,Viewer,2026-02-07,2025-12-05 17:48:01.238085,False
452,16,AL,Developer,2025-10-17,2025-11-25 17:48:01.238085,False
453,16,AL,Admin,2024-09-19,2025-01-10,True
454,16,AL,Viewer,2026-02-06,2026-02-25,True
455,16,AL,Developer,2025-04-12,2026-01-20,True
456,16,AL,Admin,2024-12-11,2025-11-01 17:48:01.238085,False
457,16,AL,Developer,2025-09-15,2025-11-10 17:48:01.238085,False
458,16,AL,Admin,2025-12-20,2025-11-30 17:48:01.238085,False
459,16,AL,Viewer,2024-10-06,2026-03-04,True
460,16,AL,Developer,2025-05-25,2026-02-19,True
461,16,AL,Developer,2024-10-22,2025-11-23 17:48:01.238085,False
462,16,AL,Viewer,2024-10-01,2025-12-04 17:48:01.238085,False
463,16,AL,Admin,2024-12-14,2025-11-16 17:48:01.238085,False
464,16,AL,Viewer,2025-07-25,2025-09-09,True
465,16,AL,Developer,2025-03-14,2025-09-11,True
466,16,AL,Viewer,2024-11-22,2025-11-08 17:48:01.238085,False
